Filename,Date,Hour,Foraging,Total_Foraging_Events
Potomac 2018 06 08 POD2807 file01.CP319,9/21/2018,3,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP320,9/21/2018,15,TRUE,8
Potomac 2018 06 08 POD2807 file01.CP321,9/22/2018,2,TRUE,6
Potomac 2018 06 08 POD2807 file01.CP322,9/22/2018,3,TRUE,6
Potomac 2018 06 08 POD2807 file01.CP323,9/22/2018,4,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP324,9/22/2018,5,TRUE,4
Potomac 2018 06 08 POD2807 file01.CP325,9/22/2018,6,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP326,9/22/2018,8,TRUE,4
Potomac 2018 06 08 POD2807 file01.CP327,9/25/2018,3,TRUE,5
Potomac 2018 06 08 POD2807 file01.CP328,9/25/2018,4,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP329,9/26/2018,5,TRUE,11
Potomac 2018 06 08 POD2807 file01.CP330,9/26/2018,12,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP331,9/28/2018,3,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP332,9/28/2018,23,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP333,9/29/2018,0,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP334,9/29/2018,2,TRUE,9
Potomac 2018 06 08 POD2807 file01.CP335,9/29/2018,3,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP336,9/29/2018,4,TRUE,12
Potomac 2018 06 08 POD2807 file01.CP337,9/30/2018,0,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP338,9/30/2018,9,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP339,9/30/2018,10,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP340,10/1/2018,0,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP341,10/1/2018,8,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP342,10/2/2018,0,TRUE,6
Potomac 2018 06 08 POD2807 file01.CP343,10/3/2018,3,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP344,10/3/2018,4,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP345,10/3/2018,8,TRUE,4
Potomac 2018 06 08 POD2807 file01.CP346,10/4/2018,5,TRUE,7
Potomac 2018 06 08 POD2807 file01.CP347,10/6/2018,1,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP348,10/6/2018,10,TRUE,4
Potomac 2018 06 08 POD2807 file01.CP349,10/6/2018,13,TRUE,6
Potomac 2018 06 08 POD2807 file01.CP350,10/6/2018,23,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP351,10/7/2018,0,TRUE,6
Potomac 2018 06 08 POD2807 file01.CP352,10/7/2018,12,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP353,10/8/2018,7,TRUE,4
Potomac 2018 06 08 POD2807 file01.CP354,10/9/2018,9,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP355,10/9/2018,10,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP356,10/9/2018,14,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP357,10/9/2018,15,TRUE,15
Potomac 2018 06 08 POD2807 file01.CP358,10/10/2018,12,TRUE,4
Potomac 2018 06 08 POD2807 file01.CP359,10/11/2018,1,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP360,10/11/2018,3,TRUE,30
Potomac 2018 06 08 POD2807 file01.CP361,10/11/2018,4,TRUE,10
Potomac 2018 06 08 POD2807 file01.CP362,10/11/2018,12,TRUE,10
Potomac 2018 06 08 POD2807 file01.CP363,10/12/2018,22,TRUE,7
Potomac 2018 06 08 POD2807 file01.CP364,10/13/2018,4,TRUE,6
Potomac 2018 06 08 POD2807 file01.CP365,10/13/2018,5,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP366,10/13/2018,6,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP367,10/14/2018,6,TRUE,7
Potomac 2018 06 08 POD2807 file01.CP368,10/16/2018,0,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP369,10/16/2018,8,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP370,10/18/2018,5,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP371,10/22/2018,12,TRUE,15
Potomac 2018 06 08 POD2807 file01.CP372,10/22/2018,13,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP373,10/30/2018,5,TRUE,2
Potomac 2017 01 2017 05 10 POD2969 file01.CP3,5/19/2017,10,TRUE,9
Potomac 2017 01 2017 05 10 POD2969 file01.CP4,5/21/2017,6,TRUE,3
Potomac 2017 01 2017 05 10 POD2969 file01.CP5,5/21/2017,13,TRUE,1
Potomac 2017 01 2017 05 10 POD2969 file01.CP6,5/22/2017,5,TRUE,8
Potomac 2017 01 2017 05 10 POD2969 file01.CP7,5/23/2017,0,TRUE,1
Potomac 2017 01 2017 05 10 POD2969 file01.CP8,5/24/2017,13,TRUE,1
Potomac 2017 01 2017 05 10 POD2969 file01.CP9,5/25/2017,9,TRUE,1
Potomac 2017 01 2017 05 10 POD2969 file01.CP10,5/25/2017,11,TRUE,2
Potomac 2017 01 2017 05 10 POD2969 file01.CP11,5/25/2017,17,TRUE,2
Potomac 2017 01 2017 05 10 POD2969 file01.CP12,5/26/2017,8,TRUE,4
Potomac 2017 01 2017 05 10 POD2969 file01.CP13,5/26/2017,9,TRUE,2
Potomac 2017 01 2017 05 10 POD2969 file01.CP14,5/26/2017,20,TRUE,4
Potomac 2017 01 2017 05 10 POD2969 file01.CP15,5/26/2017,21,TRUE,7
Potomac 2017 01 2017 05 10 POD2969 file01.CP16,5/26/2017,23,TRUE,1
Potomac 2017 01 2017 05 10 POD2969 file01.CP17,5/27/2017,2,TRUE,1
Potomac 2017 01 2017 05 10 POD2969 file01.CP18,5/27/2017,5,TRUE,4
Potomac 2017 01 2017 05 10 POD2969 file01.CP19,5/27/2017,6,TRUE,2
Potomac 2017 01 2017 05 10 POD2969 file01.CP20,5/27/2017,15,TRUE,5
Potomac 2017 01 2017 05 10 POD2969 file01.CP21,5/27/2017,16,TRUE,6
Potomac 2017 01 2017 05 10 POD2969 file01.CP22,5/28/2017,8,TRUE,1
Potomac 2017 01 2017 05 10 POD2969 file01.CP23,5/29/2017,17,TRUE,10
Potomac 2017 01 2017 05 10 POD2969 file01.CP24,5/29/2017,18,TRUE,22
Potomac 2017 01 2017 05 10 POD2969 file01.CP25,5/30/2017,2,TRUE,2
Potomac 2017 01 2017 05 10 POD2969 file01.CP26,5/31/2017,2,TRUE,5
Potomac 2017 01 2017 05 10 POD2969 file01.CP27,5/31/2017,3,TRUE,3
Potomac 2017 01 2017 05 10 POD2969 file01.CP28,5/31/2017,4,TRUE,13
Potomac 2017 01 2017 05 10 POD2969 file01.CP29,6/2/2017,1,TRUE,2
Potomac 2017 01 2017 05 10 POD2969 file01.CP30,6/2/2017,9,TRUE,5
Potomac 2017 01 2017 05 10 POD2969 file01.CP31,6/2/2017,10,TRUE,6
Potomac 2017 06 02 POD2969 file01.CP3,6/3/2017,22,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP4,6/4/2017,2,TRUE,13
Potomac 2017 06 02 POD2969 file01.CP5,6/4/2017,4,TRUE,10
Potomac 2017 06 02 POD2969 file01.CP6,6/4/2017,9,TRUE,5
Potomac 2017 06 02 POD2969 file01.CP7,6/4/2017,17,TRUE,11
Potomac 2017 06 02 POD2969 file01.CP8,6/4/2017,18,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP9,6/4/2017,22,TRUE,18
Potomac 2017 06 02 POD2969 file01.CP10,6/4/2017,23,TRUE,24
Potomac 2017 06 02 POD2969 file01.CP11,6/5/2017,1,TRUE,4
Potomac 2017 06 02 POD2969 file01.CP12,6/5/2017,2,TRUE,8
Potomac 2017 06 02 POD2969 file01.CP13,6/5/2017,3,TRUE,7
Potomac 2017 06 02 POD2969 file01.CP14,6/5/2017,12,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP15,6/5/2017,13,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP16,6/5/2017,20,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP17,6/6/2017,4,TRUE,14
Potomac 2017 06 02 POD2969 file01.CP18,6/6/2017,5,TRUE,10
Potomac 2017 06 02 POD2969 file01.CP19,6/6/2017,15,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP20,6/8/2017,5,TRUE,4
Potomac 2017 06 02 POD2969 file01.CP21,6/8/2017,14,TRUE,4
Potomac 2017 06 02 POD2969 file01.CP22,6/8/2017,15,TRUE,4
Potomac 2017 06 02 POD2969 file01.CP23,6/8/2017,23,TRUE,7
Potomac 2017 06 02 POD2969 file01.CP24,6/9/2017,1,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP25,6/9/2017,2,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP26,6/9/2017,4,TRUE,9
Potomac 2017 06 02 POD2969 file01.CP27,6/9/2017,5,TRUE,8
Potomac 2017 06 02 POD2969 file01.CP28,6/9/2017,16,TRUE,11
Potomac 2017 06 02 POD2969 file01.CP29,6/9/2017,17,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP30,6/9/2017,20,TRUE,6
Potomac 2017 06 02 POD2969 file01.CP31,6/9/2017,23,TRUE,23
Potomac 2017 06 02 POD2969 file01.CP32,6/10/2017,0,TRUE,22
Potomac 2017 06 02 POD2969 file01.CP33,6/10/2017,8,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP34,6/10/2017,10,TRUE,23
Potomac 2017 06 02 POD2969 file01.CP35,6/11/2017,18,TRUE,14
Potomac 2017 06 02 POD2969 file01.CP36,6/11/2017,19,TRUE,24
Potomac 2017 06 02 POD2969 file01.CP37,6/11/2017,20,TRUE,34
Potomac 2017 06 02 POD2969 file01.CP38,6/11/2017,21,TRUE,27
Potomac 2017 06 02 POD2969 file01.CP39,6/11/2017,22,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP40,6/11/2017,23,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP41,6/12/2017,11,TRUE,19
Potomac 2017 06 02 POD2969 file01.CP42,6/12/2017,12,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP43,6/12/2017,22,TRUE,10
Potomac 2017 06 02 POD2969 file01.CP44,6/13/2017,8,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP45,6/13/2017,9,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP46,6/13/2017,10,TRUE,30
Potomac 2017 06 02 POD2969 file01.CP47,6/13/2017,11,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP48,6/13/2017,20,TRUE,28
Potomac 2017 06 02 POD2969 file01.CP49,6/13/2017,21,TRUE,20
Potomac 2017 06 02 POD2969 file01.CP50,6/13/2017,22,TRUE,20
Potomac 2017 06 02 POD2969 file01.CP51,6/13/2017,23,TRUE,41
Potomac 2017 06 02 POD2969 file01.CP52,6/14/2017,0,TRUE,4
Potomac 2017 06 02 POD2969 file01.CP53,6/14/2017,22,TRUE,5
Potomac 2017 06 02 POD2969 file01.CP54,6/14/2017,23,TRUE,7
Potomac 2017 06 02 POD2969 file01.CP55,6/15/2017,0,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP56,6/15/2017,1,TRUE,7
Potomac 2017 06 02 POD2969 file01.CP57,6/15/2017,2,TRUE,6
Potomac 2017 06 02 POD2969 file01.CP58,6/15/2017,6,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP59,6/15/2017,7,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP60,6/15/2017,17,TRUE,12
Potomac 2017 06 02 POD2969 file01.CP61,6/15/2017,19,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP62,6/16/2017,1,TRUE,9
Potomac 2017 06 02 POD2969 file01.CP63,6/16/2017,2,TRUE,11
Potomac 2017 06 02 POD2969 file01.CP64,6/16/2017,3,TRUE,20
Potomac 2017 06 02 POD2969 file01.CP65,6/16/2017,7,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP66,6/16/2017,8,TRUE,7
Potomac 2017 06 02 POD2969 file01.CP67,6/16/2017,12,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP68,6/16/2017,13,TRUE,4
Potomac 2017 06 02 POD2969 file01.CP69,6/16/2017,16,TRUE,10
Potomac 2017 06 02 POD2969 file01.CP70,6/16/2017,20,TRUE,17
Potomac 2017 06 02 POD2969 file01.CP71,6/16/2017,21,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP72,6/17/2017,1,TRUE,21
Potomac 2017 06 02 POD2969 file01.CP73,6/17/2017,2,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP74,6/17/2017,5,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP75,6/17/2017,9,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP76,6/17/2017,10,TRUE,17
Potomac 2017 06 02 POD2969 file01.CP77,6/17/2017,12,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP78,6/17/2017,13,TRUE,14
Potomac 2017 06 02 POD2969 file01.CP79,6/17/2017,19,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP80,6/17/2017,23,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP81,6/18/2017,0,TRUE,8
Potomac 2017 06 02 POD2969 file01.CP82,6/18/2017,3,TRUE,6
Potomac 2017 06 02 POD2969 file01.CP83,6/18/2017,6,TRUE,4
Potomac 2017 06 02 POD2969 file01.CP84,6/18/2017,17,TRUE,10
Potomac 2017 06 02 POD2969 file01.CP85,6/18/2017,18,TRUE,8
Potomac 2017 06 02 POD2969 file01.CP86,6/19/2017,3,TRUE,14
Potomac 2017 06 02 POD2969 file01.CP87,6/19/2017,4,TRUE,10
Potomac 2017 06 02 POD2969 file01.CP88,6/19/2017,20,TRUE,4
Potomac 2017 06 02 POD2969 file01.CP89,6/19/2017,22,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP90,6/19/2017,23,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP91,6/20/2017,11,TRUE,12
Potomac 2017 06 02 POD2969 file01.CP92,6/20/2017,12,TRUE,5
Potomac 2017 06 02 POD2969 file01.CP93,6/20/2017,13,TRUE,7
Potomac 2017 06 02 POD2969 file01.CP94,6/20/2017,14,TRUE,16
Potomac 2017 06 02 POD2969 file01.CP95,6/20/2017,21,TRUE,7
Potomac 2017 06 02 POD2969 file01.CP96,6/20/2017,22,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP97,6/21/2017,0,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP98,6/21/2017,1,TRUE,15
Potomac 2017 06 02 POD2969 file01.CP99,6/21/2017,23,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP100,6/22/2017,0,TRUE,5
Potomac 2017 06 02 POD2969 file01.CP101,6/22/2017,1,TRUE,31
Potomac 2017 06 02 POD2969 file01.CP102,6/22/2017,2,TRUE,5
Potomac 2017 06 02 POD2969 file01.CP103,6/22/2017,3,TRUE,19
Potomac 2017 06 02 POD2969 file01.CP104,6/22/2017,4,TRUE,13
Potomac 2017 06 02 POD2969 file01.CP105,6/22/2017,5,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP106,6/22/2017,22,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP107,6/22/2017,23,TRUE,17
Potomac 2017 06 02 POD2969 file01.CP108,6/23/2017,0,TRUE,15
Potomac 2017 06 02 POD2969 file01.CP109,6/23/2017,2,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP110,6/23/2017,4,TRUE,8
Potomac 2017 06 02 POD2969 file01.CP111,6/23/2017,5,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP112,6/23/2017,18,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP113,6/24/2017,0,TRUE,5
Potomac 2017 06 02 POD2969 file01.CP114,6/24/2017,19,TRUE,19
Potomac 2017 06 02 POD2969 file01.CP115,6/24/2017,20,TRUE,17
Potomac 2017 06 02 POD2969 file01.CP116,6/24/2017,23,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP117,6/25/2017,0,TRUE,4
Potomac 2017 06 02 POD2969 file01.CP118,6/25/2017,1,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP119,6/25/2017,3,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP120,6/25/2017,6,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP121,6/26/2017,3,TRUE,18
Potomac 2017 06 02 POD2969 file01.CP122,6/26/2017,4,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP123,6/26/2017,7,TRUE,14
Potomac 2017 06 02 POD2969 file01.CP124,6/26/2017,13,TRUE,23
Potomac 2017 06 02 POD2969 file01.CP125,6/26/2017,16,TRUE,10
Potomac 2017 06 02 POD2969 file01.CP126,6/26/2017,18,TRUE,5
Potomac 2017 06 02 POD2969 file01.CP127,6/26/2017,19,TRUE,14
Potomac 2017 06 02 POD2969 file01.CP128,6/27/2017,1,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP129,6/27/2017,7,TRUE,27
Potomac 2017 06 02 POD2969 file01.CP130,6/27/2017,8,TRUE,7
Potomac 2017 06 02 POD2969 file01.CP131,6/27/2017,11,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP132,6/27/2017,12,TRUE,21
Potomac 2017 06 02 POD2969 file01.CP133,6/27/2017,14,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP134,6/27/2017,15,TRUE,6
Potomac 2017 06 02 POD2969 file01.CP135,6/27/2017,16,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP136,6/27/2017,17,TRUE,9
Potomac 2017 06 02 POD2969 file01.CP137,6/27/2017,18,TRUE,5
Potomac 2017 06 02 POD2969 file01.CP138,6/27/2017,19,TRUE,8
Potomac 2017 06 02 POD2969 file01.CP139,6/27/2017,20,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP140,6/29/2017,0,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP141,6/29/2017,1,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP142,6/29/2017,16,TRUE,4
Potomac 2017 06 02 POD2969 file01.CP143,6/29/2017,21,TRUE,10
Potomac 2017 06 02 POD2969 file01.CP144,6/29/2017,22,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP145,6/30/2017,15,TRUE,9
Potomac 2017 06 02 POD2969 file01.CP146,6/30/2017,16,TRUE,14
Potomac 2017 06 02 POD2969 file01.CP147,6/30/2017,18,TRUE,6
Potomac 2017 06 02 POD2969 file01.CP148,6/30/2017,19,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP149,6/30/2017,20,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP150,6/30/2017,21,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP151,6/30/2017,23,TRUE,19
Potomac 2017 06 02 POD2969 file01.CP152,7/1/2017,0,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP153,7/1/2017,4,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP154,7/1/2017,5,TRUE,15
Potomac 2017 06 02 POD2969 file01.CP155,7/1/2017,6,TRUE,15
Potomac 2017 06 02 POD2969 file01.CP156,7/1/2017,7,TRUE,14
Potomac 2017 06 02 POD2969 file01.CP157,7/1/2017,8,TRUE,39
Potomac 2017 06 02 POD2969 file01.CP158,7/1/2017,9,TRUE,18
Potomac 2017 06 02 POD2969 file01.CP159,7/1/2017,10,TRUE,13
Potomac 2017 06 02 POD2969 file01.CP160,7/1/2017,17,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP161,7/1/2017,18,TRUE,9
Potomac 2017 06 02 POD2969 file01.CP162,7/1/2017,19,TRUE,21
Potomac 2017 06 02 POD2969 file01.CP163,7/1/2017,21,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP164,7/1/2017,22,TRUE,14
Potomac 2017 06 02 POD2969 file01.CP165,7/2/2017,5,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP166,7/2/2017,6,TRUE,11
Potomac 2017 06 02 POD2969 file01.CP167,7/2/2017,7,TRUE,22
Potomac 2017 06 02 POD2969 file01.CP168,7/2/2017,11,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP169,7/2/2017,12,TRUE,11
Potomac 2017 06 02 POD2969 file01.CP170,7/2/2017,13,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP171,7/2/2017,14,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP172,7/2/2017,17,TRUE,5
Potomac 2017 06 02 POD2969 file01.CP173,7/2/2017,21,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP174,7/2/2017,22,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP175,7/2/2017,23,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP176,7/3/2017,4,TRUE,10
Potomac 2017 06 02 POD2969 file01.CP177,7/3/2017,5,TRUE,9
Potomac 2017 06 02 POD2969 file01.CP178,7/3/2017,15,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP179,7/3/2017,16,TRUE,24
Potomac 2017 06 02 POD2969 file01.CP180,7/3/2017,17,TRUE,27
Potomac 2017 06 02 POD2969 file01.CP181,7/3/2017,18,TRUE,18
Potomac 2017 06 02 POD2969 file01.CP182,7/4/2017,11,TRUE,7
Potomac 2017 06 02 POD2969 file01.CP183,7/4/2017,12,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP184,7/4/2017,20,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP185,7/4/2017,21,TRUE,24
Potomac 2017 06 02 POD2969 file01.CP186,7/4/2017,22,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP187,7/4/2017,23,TRUE,9
Potomac 2017 06 02 POD2969 file01.CP188,7/5/2017,0,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP189,7/5/2017,12,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP190,7/5/2017,23,TRUE,4
Potomac 2017 06 02 POD2969 file01.CP191,7/7/2017,1,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP192,7/7/2017,2,TRUE,9
Potomac 2017 06 02 POD2969 file01.CP193,7/7/2017,3,TRUE,5
Potomac 2017 06 02 POD2969 file01.CP194,7/7/2017,4,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP195,7/7/2017,6,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP196,7/7/2017,15,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP197,7/7/2017,16,TRUE,21
Potomac 2017 06 02 POD2969 file01.CP198,7/8/2017,5,TRUE,7
Potomac 2017 06 02 POD2969 file01.CP199,7/8/2017,13,TRUE,5
Potomac 2017 06 02 POD2969 file01.CP200,7/8/2017,20,TRUE,13
Potomac 2017 06 02 POD2969 file01.CP201,7/8/2017,21,TRUE,21
Potomac 2017 06 02 POD2969 file01.CP202,7/8/2017,22,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP203,7/9/2017,3,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP204,7/9/2017,16,TRUE,4
Potomac 2017 06 02 POD2969 file01.CP205,7/9/2017,17,TRUE,9
Potomac 2017 06 02 POD2969 file01.CP206,7/9/2017,18,TRUE,4
Potomac 2017 06 02 POD2969 file01.CP207,7/9/2017,22,TRUE,12
Potomac 2017 06 02 POD2969 file01.CP208,7/10/2017,4,TRUE,18
Potomac 2017 06 02 POD2969 file01.CP209,7/10/2017,5,TRUE,14
Potomac 2017 06 02 POD2969 file01.CP210,7/11/2017,7,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP211,7/11/2017,8,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP212,7/11/2017,18,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP213,7/12/2017,4,TRUE,11
Potomac 2017 06 02 POD2969 file01.CP214,7/12/2017,5,TRUE,6
Potomac 2017 06 02 POD2969 file01.CP215,7/12/2017,9,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP216,7/12/2017,10,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP217,7/12/2017,11,TRUE,9
Potomac 2017 06 02 POD2969 file01.CP218,7/12/2017,14,TRUE,5
Potomac 2017 06 02 POD2969 file01.CP219,7/12/2017,15,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP220,7/12/2017,22,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP221,7/12/2017,23,TRUE,33
Potomac 2017 06 02 POD2969 file01.CP222,7/13/2017,0,TRUE,52
Potomac 2017 06 02 POD2969 file01.CP223,7/13/2017,1,TRUE,43
Potomac 2017 06 02 POD2969 file01.CP224,7/13/2017,2,TRUE,54
Potomac 2017 06 02 POD2969 file01.CP225,7/13/2017,3,TRUE,46
Potomac 2017 06 02 POD2969 file01.CP226,7/13/2017,4,TRUE,18
Potomac 2017 06 02 POD2969 file01.CP227,7/13/2017,5,TRUE,4
Potomac 2017 06 02 POD2969 file01.CP228,7/13/2017,6,TRUE,7
Potomac 2017 06 02 POD2969 file01.CP229,7/13/2017,8,TRUE,2
Potomac 2017 06 02 POD2969 file01.CP230,7/13/2017,11,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP231,7/13/2017,12,TRUE,5
Potomac 2017 06 02 POD2969 file01.CP232,7/14/2017,4,TRUE,4
Potomac 2017 06 02 POD2969 file01.CP233,7/14/2017,5,TRUE,4
Potomac 2017 06 02 POD2969 file01.CP234,7/14/2017,6,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP235,7/14/2017,8,TRUE,29
Potomac 2017 06 02 POD2969 file01.CP236,7/14/2017,9,TRUE,20
Potomac 2017 06 02 POD2969 file01.CP237,7/14/2017,10,TRUE,5
Potomac 2017 06 02 POD2969 file01.CP238,7/14/2017,16,TRUE,12
Potomac 2017 06 02 POD2969 file01.CP239,7/14/2017,17,TRUE,12
Potomac 2017 06 02 POD2969 file01.CP240,7/15/2017,15,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP241,7/15/2017,16,TRUE,7
Potomac 2017 06 02 POD2969 file01.CP242,7/15/2017,17,TRUE,23
Potomac 2017 06 02 POD2969 file01.CP243,7/15/2017,18,TRUE,31
Potomac 2017 06 02 POD2969 file01.CP244,7/15/2017,19,TRUE,26
Potomac 2017 06 02 POD2969 file01.CP245,7/15/2017,22,TRUE,4
Potomac 2017 06 02 POD2969 file01.CP246,7/15/2017,23,TRUE,5
Potomac 2017 06 02 POD2969 file01.CP247,7/16/2017,4,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP248,7/16/2017,5,TRUE,4
Potomac 2017 06 02 POD2969 file01.CP249,7/16/2017,15,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP250,7/16/2017,16,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP251,7/16/2017,18,TRUE,8
Potomac 2017 06 02 POD2969 file01.CP252,7/17/2017,1,TRUE,10
Potomac 2017 06 02 POD2969 file01.CP253,7/17/2017,2,TRUE,28
Potomac 2017 06 02 POD2969 file01.CP254,7/17/2017,4,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP255,7/17/2017,5,TRUE,7
Potomac 2017 06 02 POD2969 file01.CP256,7/17/2017,6,TRUE,8
Potomac 2017 06 02 POD2969 file01.CP257,7/17/2017,10,TRUE,1
Potomac 2017 06 02 POD2969 file01.CP258,7/17/2017,11,TRUE,4
Potomac 2017 06 02 POD2969 file01.CP259,7/17/2017,12,TRUE,14
Potomac 2017 06 02 POD2969 file01.CP260,7/17/2017,13,TRUE,3
Potomac 2017 06 02 POD2969 file01.CP261,7/17/2017,20,TRUE,7
Potomac 2017 06 02 POD2969 file01.CP262,7/17/2017,21,TRUE,47
Potomac 2017 06 02 POD2969 file01.CP263,7/17/2017,22,TRUE,32
